track_id,text_preview,full_text_analyzed,unnatural,natural,dominant_class,confidence
63,"Моё... Прогружение в немыслимом воображении Заряд мысли вокруг движения Прогружение сознания, вскоре...","Моё... Прогружение в немыслимом воображении Заряд мысли вокруг движения Прогружение сознания, вскоре экзамен В пятиэтажном здании завуч скидывает кокс бодяженный Под знаменем учителя, и это важно Во рту влажно. Помойся, покури ганжу На пляжу я лежу, вижу лужу - в ней играет жужа Рядом дом Дона Корлеоне Я помнил, как поджёг клён, Ступин вынес приговор Сука, гандон, стою в клетке, как рыба в сетке Вокруг продажные марионетки В кармане монетка, зову охрану, хочу таблетку-у-у Глотаю, водой запиваю, ",0.9850984811782837,0.014901497401297092,unnatural,0.9850984811782837
64,"Выйду в поле, сяду срать Далеко меня видать Пиской трясёт Пиской трясёт. Первое сентября Первые пизд...","Выйду в поле, сяду срать Далеко меня видать Пиской трясёт Пиской трясёт. Первое сентября Первые пиздюля, ты получал их в тестелях от старшеклассника Кудесника меча, копия у меня копья из Италии Мы туда летали, правда Её обратно гнали, правда Травма яиц их и их утрата Рано с утра на линейку Михалыч дал попробовать травку Я начал пробивать шишки и трахать Галишу У Галины Ивановны пиздатые сиськи Пиздатый кокаин как вес мясистый Сухарь трясёт в Лефортово своей пиской. Это всего лишь одна дорога быс",0.4476204812526703,0.5523795485496521,natural,0.5523795485496521
65,"Йоу. Тяжёлый джанк, противовес марихуане Отвратительно Делаю бабки, живу как собака По кнопкам долбл...","Йоу. Тяжёлый джанк, противовес марихуане Отвратительно Делаю бабки, живу как собака По кнопкам долблю, высокая ставка Автомат заполнен, аж до предела Я не пропаду, азартное дело. Гнать, крутить, вешать фуфло, мотню Рассказывать, убеждать, говорить ерунду Пьяный дрых, отключившийся, на скамейке, в метро Дурь, ганжа зелёная План, пыль, пыльца, шала Шмаль, шиша, шишки, хаха Hash, lash Каннабис и опиум Курить траву и опиум Лютая посадка Кокаин, юкодол, метадон. Приход Первые ощущения проявления дейс",0.6206917762756348,0.3793082535266876,unnatural,0.6206917762756348
66,"Ну да. Ну выебал вермут, блядь, ну чё. Барбекю под носом, сука, вино пролив себе на трусы, в лесу пр...","Ну да. Ну выебал вермут, блядь, ну чё. Барбекю под носом, сука, вино пролив себе на трусы, в лесу прошлись Порой не успеваю за мыслями Достаточно быть избранным Зачем лизала киску у подруги? Потру с тобой по утру Познакомились в ГУМе Губа не дура Слышь, подруга? Наш круг сузился Увидел тебя из за угла — изумительно блядовала тогда Извините дауна Черепашьи бега, не успеваем друг за другом Решил заняться баней: купил уголь Горите в аду, суки Не смотрите на него, что он хипстер, всё равно обоссу Ра",0.4320494830608368,0.5679504871368408,natural,0.5679504871368408
67,"Ем малину, трахаю Полину Сочиняю, блин, былину про поход в Чуйскую долину Слышу стоны. Антон, встрет...","Ем малину, трахаю Полину Сочиняю, блин, былину про поход в Чуйскую долину Слышу стоны. Антон, встретимся на том свете Спасибо, что заразила. Oh fuck, розовый лифак Я часто вспоминаю, сифак — ещё чаще И реже — как пердолил её между ног в Продольное отверстие весь вечер С шести часов против шерсти Мне льстит на пальце перстень Из уст льётся песня ясного сокола Смотрю в оба, око за око Уже намокла около края Верина перина Дайте мне озверина, я трахну Сида Спирина Он красивый пидорас Мой матрас воня",0.7420238852500916,0.2579761743545532,unnatural,0.7420238852500916
68,"Во, во, во, во , моя Пока ты не уйдешь к другому Я ебу вас тёлки грубо  Ху-у-у-у, у-у-у-у У-у-у-у-а-...","Во, во, во, во , моя Пока ты не уйдешь к другому Я ебу вас тёлки грубо  Ху-у-у-у, у-у-у-у У-у-у-у-а-а-а-а А-а-а-а-а-а-а. Эдвард руки-ножницы-бумага Он режет всё здесь по кругу Я отриживаю яму яйца Выруч самый сёртный парень на деревне",0.9583091735839844,0.041690800338983536,unnatural,0.9583091735839844
69,"Эх, было всякое: зяки-зяки, шампанское Зяки-зяки, шампанское Лоховская жила и жила пацанская  Мультф...","Эх, было всякое: зяки-зяки, шампанское Зяки-зяки, шампанское Лоховская жила и жила пацанская  Мультфильм Миядзаки под заном Когда ебанули заморозки — я стоял на твоих похоронах под кайфом  Были молоды, голодные, как пёзды монахинь Вот мне уже и сорок, браток, из лаврушки венок погребальный, борщ  На старом демо у тебя голос ещё не проебавшего в себе человека Жуки — Батарейка , самые разные паштеты, а всё же — живём помаленьку: Курим гашиш, дрочим на тайский клон Иришки Чики-Пики На трупе обручал",0.6061840057373047,0.3938159644603729,unnatural,0.6061840057373047
70,"Принимай газку из моей жопы, show must go on  На пенисе смазка от Contex  Накурился и в космос, подр...","Принимай газку из моей жопы, show must go on  На пенисе смазка от Contex  Накурился и в космос, подруга держим связь Люблю уёбков связывать, люблю когда обзывают  Куколд вышел из кухни Ты делаешь куни, все люди в курсе  Я выкупаю, что ты на тусе  На бедрах трусы  Анусы как ведра, нанюхались и нам бодро Колготки капроновые, втроём друг друга потрогали Мне хуёво. Короче, после того как тебя разъебали И ты ощущаешь себя разъёбанным  Просто возьми relax, послушай музыку Нормально откинься Нормально ",0.4332963824272156,0.5667036175727844,natural,0.5667036175727844
71,Е... Это поющие гитары LuckyProduction. Иногда случаются трудности И я звоню тогда Трутню По трубе п...,"Е... Это поющие гитары LuckyProduction. Иногда случаются трудности И я звоню тогда Трутню По трубе пиздим и мне уютно  Несу хуйню, несут — я нюхаю  Играем в карты, раньше в нарды Вспоминаю кадры, мужики с усами Тогда еще не знали меня Ссать на них, с нами Фарид  И он наш фаворит. Это поющие гитары Эти поющие гитары . Пока мы ехали, Фарид открыл в машине форточку А этот как будто кончил в очко И отчим зашёл, сказать было нечего Как же жизнь бывает изменчива Трава, табак измельчены Гуки трахнули в",0.9782836437225342,0.021716395393013954,unnatural,0.9782836437225342
72,Это РРРРРРРРРРРРРРР.О. ! УУУУУУУУУУ ! Я помню мы были в Сомали Потом они его.. Трахнули Илью и Юлию ...,"Это РРРРРРРРРРРРРРР.О. ! УУУУУУУУУУ ! Я помню мы были в Сомали Потом они его.. Трахнули Илью и Юлию Июль месяц жара, я месячные люблю Когда шансы стать папой равны нулю Шансон ставлю и песни пою Водочку пью, салатик Картофан с укропчиком Бородинский свежий с маслом намазал Копчиком чувствую неприятности Кто-то снял с меня трулики И хули? Член хулигана Динамо Как раскалённые угли А я ваще за чёлки Или за Челси Незнаю.. А я вообще Неправда льётся на поверхность Неправильно ты одела лосины Поверх п",0.9586849212646484,0.04131503775715828,unnatural,0.9586849212646484
73,"Я буду Курнём гарсона, сука. , бедный мальчик с кистой Заразился пиздой и очень падок на диски Мы на...","Я буду Курнём гарсона, сука. , бедный мальчик с кистой Заразился пиздой и очень падок на диски Мы на хате зависли с метисками, 0:00 на часах Другой день, другие дела Она увидела меня голым под белым, сказала, дала мне Я в нарядном кафтане плясал перед ней Бледнею, скурил последнюю Вышел на с Сергеем, он угостил ещё, присели Вокруг ели Паша зовёт к себе среди них, совсем голый Сказал прибуду Жди меня, я буду. Молдавский модник разувается в преисподней, носки потные В Киеве продали микро, Рэм Дигг",0.9605550765991211,0.039444904774427414,unnatural,0.9605550765991211
74,"Я чувствую, мне это нравится В моих руках твоя задница, мне это нравится Какая разница сколько щас в...","Я чувствую, мне это нравится В моих руках твоя задница, мне это нравится Какая разница сколько щас времени? Мне это нравится, когда мы в этом положении. Йоу Запах накуренных подъездов С детства нам осталось здесь место Занятие сексом, пьяный в говно лёжа в кресле Давно не лез послушать это, если уже есть песня Говно и месят лет 10, но отсосы уже не бесят Интересно, сколько в рот им влезет Сколько спермы слезет вместе с макияжом Ебя их на пляже лёжа друг друга мажут Что скажут не важно Деньги рав",0.5632741451263428,0.4367258548736572,unnatural,0.5632741451263428
75,"Подать надежды Пусть все будет как прежде Бог устал любить меня. Сказал мне: "", да в пизду!"" Я увлек...","Подать надежды Пусть все будет как прежде Бог устал любить меня. Сказал мне: "", да в пизду!"" Я увлекаюсь первым, поэтому не хорошо себя чувствую. Любил тебя безответно Не резал вены Напрасно встал, взял ключи Поехал, поменял масло Наколол тату на эту и на ту! Ты отсосала мне на бордюре на Кузнецком мосту А твой кузен ебет тебя попусту Прайс на Grinders Ты в соку И с каждым годом я росту Шутки ради отрастил усы На ногах твои укусы и на жопе засосы А я жду новой тусы, чтоб  Как на минуте славы Зае",0.43107008934020996,0.5689299702644348,natural,0.5689299702644348
76,"Йоу! Кара, кара-кара-коронавирус, нахуй иди Эй, коронавирус, нахуй иди. Коронавирус, нахуй иди Мы вы...","Йоу! Кара, кара-кара-коронавирус, нахуй иди Эй, коронавирус, нахуй иди. Коронавирус, нахуй иди Мы вышли из дыма, Дима одел мокасины  Коронавирус, нахуй иди  Guf, Guf говорит: ""Не пизди"" Коронавирус, нахуй иди  С нами Дима, который нюхает кокаин  Дали пизды тебе и твоему дяде Коронавирус, нахуй иди  Немного дыма, я повторяю Коронавирус, нахуй иди  С нами Guf, с нами Slim  Коронавирус, нахуй иди  Градусник отними и пососи Я нюхаю, я нюхаю с твоею блядью. Мы дома сидим , ёбаный карантин  Планету за",0.95717453956604,0.04282539710402489,unnatural,0.95717453956604
77,"Здравствуй, мама Плохо ем, мало Витя заебал меня покупать баяны Пакаваны менять на грибы Мы были бы ...","Здравствуй, мама Плохо ем, мало Витя заебал меня покупать баяны Пакаваны менять на грибы Мы были бы сейчас в хлам. Блëв МС сейчас клал хуй вам всем в рот Записали альбом, пока прëт Мама, прости, что сувал сметану в рот Записали альбом, пока... Я словесный урод, дрозд лох, пидормот Но я решаю, мне они.. Они олухи, хаха Играли в хоккей с сухарём и пегменем Вместе в подъезде ведь дышали клеем Белели, с Гномом и Елисеем Адька, ус! Я подсел на белый, дети взрослели медленно В девятом классе уже ебутс",0.9576912522315979,0.04230882227420807,unnatural,0.9576912522315979
78,"Strong and you taked Ёлки-палки, ёлки-палки. Она мечтала быть с ним, она мечтала о нем Не важно под ...","Strong and you taked Ёлки-палки, ёлки-палки. Она мечтала быть с ним, она мечтала о нем Не важно под палящем солнцем или дождем  Будут гулять они Она верила в чудо, у них любовь нагрянула из ниоткуда  А раньше она даже не подозревала, что полюбит его Она тогда не знала, не подозревала о такой любви два как ни крути  Прошло пару месяцев, она немного забыла Она мечтала, чтобы встретить другого мужчины Другого, не такого как он Но его не забыть, и снится тот же сон Вспоминая эти моменты ей ставало х",0.9560353755950928,0.043964579701423645,unnatural,0.9560353755950928
79,"Эй, девчонки, постой! Давай со мной веселиться, ваши лица радостны Дриста течёт по вашим задницам Вы...","Эй, девчонки, постой! Давай со мной веселиться, ваши лица радостны Дриста течёт по вашим задницам Вы думаете краше нас? Так кого же ебут? Давай спросим в думе, давай с ними вдуем Девчонки танцуют, запах кокаина чуют В третьем пути Чуев с подругой глумится На сцене MC Блёв Значит в зале накуриваются отменной дурью Бляди вдутые и всё круто! Девчонок ебут: рот-хуй! Давай станцуй под мой сольник, я тебя обсолю На кровати солью обмусолю И не обоссу, когда густая сперма потечёт Речёвка-блёвка кончаетс",0.4052563011646271,0.5947437286376953,natural,0.5947437286376953
80,Ждите диска — слияние Москва-Северодвинск Рассказывает сказки близкие на низких частотах Без вылазки...,"Ждите диска — слияние Москва-Северодвинск Рассказывает сказки близкие на низких частотах Без вылазки, тёмной вывески, натаскивают нас, как щенков Каждому уготовлено место в Кащенко Щека запускает белый дым из бумажного ящика Андерграунд есть, я так считаю Сколько дыма в наших легких? Не подсчитал Не проси пощады, а то как дам щас Шаманы уже не шарят в делах, а жаль Турбошмаль шмалит по мозгам С годами нас сдадут мусорам, срам Срать прямо с раций, не дадут даже просраться Ебаные папарацци, а може",0.5170238614082336,0.4829760789871216,unnatural,0.5170238614082336
81,"Эй, братиш, у тебя с головой не алё? Пригорюнился слонёнок Поди попей водички, мовел! У тебя птицы ж...","Эй, братиш, у тебя с головой не алё? Пригорюнился слонёнок Поди попей водички, мовел! У тебя птицы живут в коридоре Brother пришёл с rum У Дрима дома я сру Дай Бог ему здоровья А брови сами отрастут Спетущ американец Свой бур в Ираке забит Но заморожен империалистами! Удобно тебе чулки надевать на босу ногу? А я, наверное, помолюсь господу богу Сказал он вяло, но прикольно танцуя брейк-данс Продавцы цитрусовых, съемки на ссаную цифру Нажрался пидерии в преддверии дня победы Гудит микроавтобус по",0.9794666767120361,0.020533360540866852,unnatural,0.9794666767120361
82,"На коленях извиняйся  У-у-у-у-у, м, У-у-у, сука Сука, быстро это делай У-у-у-у-у Palagin on the beat...","На коленях извиняйся  У-у-у-у-у, м, У-у-у, сука Сука, быстро это делай У-у-у-у-у Palagin on the beat. Извиняйся на коленях  Извиняйся на коленях . Я помню, как кинул меня с Колей Меня заебало делать куни постоянно Кому это надо, хули Громкий выстрел с кожаной пули На мне Vuitton Louis Он не палёный, но, а ты говённый Лежишь со мной голый Давай приколим от перца уколы. От нервов колики Задумайтесь, как часто умирают гомики Если что, я в домике или в гелике Евгений опускает Сашу по беспределу А у ",0.9793897271156311,0.02061023935675621,unnatural,0.9793897271156311
83,"Гамак, тот кто привязал узла на два Деревьями между То место визитом обозначено Чем не привлекательн...","Гамак, тот кто привязал узла на два Деревьями между То место визитом обозначено Чем не привлекательно наблюдателю?  Шарооблада-да-да-дателю, люстратору  Торопится травмировать занавеску Кивало заказчика Щас как сниму у-родские доспехи мясные Сыт оста-не-тся Сяк, сяк, гам-мак. Мог, р, ы Шна в шапке Пал как колпак. Я плюнул и промахнулся мимо этой вселенной Стобаикаповски Не зря ношу фамилию Сураповский  А скинул я мясо, в нём был я пленный  Пельмени вы, люди Загрузку диска И через глаза ещё пару ",0.9839209318161011,0.016079040244221687,unnatural,0.9839209318161011
84,Основа Кокаин Спиды Спайсы Burrberry Fredd Perry Aquascutum C.P. Company Stone Island Ma.Strum ЦАО П...,Основа Кокаин Спиды Спайсы Burrberry Fredd Perry Aquascutum C.P. Company Stone Island Ma.Strum ЦАО Птаха,0.9290943741798401,0.07090569287538528,unnatural,0.9290943741798401
85,"О чём-то думал он Наверно дунул он Он, о боже, брат мой, грам мой. Fruity Loops хуйня, пользуйся пиа...","О чём-то думал он Наверно дунул он Он, о боже, брат мой, грам мой. Fruity Loops хуйня, пользуйся пианиной Дядя, все сэмплы в поряде Я отвечаю после пива И хапки плана Гоню опездолов из своего двора Спят они там целый день, бомжи Их даже не гоняют опера Подходит - опасно! Всем ясно, меня бояться В моём дворе опасно появляться Даже тем, даже ментам Бил хари капитанам, которые мешали курить план на лавке Клал кал Танечке в рот Вот уроды! А, Танечку Начинаются соры У соседей плач детей по ночам Батя",0.7021351456642151,0.2978648245334625,unnatural,0.7021351456642151
86,"Эй старичок, с чего начинается Родина? Меня бесит твоя ёбаная родинка В кармане коленько, а ты голен...","Эй старичок, с чего начинается Родина? Меня бесит твоя ёбаная родинка В кармане коленько, а ты голенькая Метро Коломенская Не будем называть имён, мы с ними кололись Я истину глаголю Колыма с зоны, тебя трахну в Старом Осколе Не путай радость с тоской Люблю бокс тайский, тайский массаж кайф Вась, ты одеваешься в паль Мы одеваемся в Palm Angels Смотри не раздырявься Мокрые петарды, корсар не взрываются Ты должен косарь нам А у кого-то горит возле ануса У кого-то образование семь классов А пидорас",0.8787384629249573,0.12126148492097855,unnatural,0.8787384629249573
87,"Эти сказки после напаса Мы показываем,что без мазы срать в унитазы И распространять одноразовую техн...","Эти сказки после напаса Мы показываем,что без мазы срать в унитазы И распространять одноразовую техническую Говори по-русски искусно Намотай на ус рассказ наш устный И пусть только эта правда,только Гнет настолько в твоем мозгу Насколько поможет  Насколько поможет воображение Как заряд рифмы в движении. Не смотрим на часы Не ищем ключи к сейфу смысла Ворчат живые организмы Мысли шевелятся Чувства чувствуют Бьет густо Наполнен воздух пылью Ночью на улицах пусто Пьяные рыла воют уныло В подъездах ",0.9453788995742798,0.05462111532688141,unnatural,0.9453788995742798
88,"Е-е Этот бит как конфетка. Я самый первый, как кокаин Давай вместе покакаем Мы не бухаем, мы снова в...","Е-е Этот бит как конфетка. Я самый первый, как кокаин Давай вместе покакаем Мы не бухаем, мы снова взрываем Если косяк потухает Ты сильно похож на петуха В жизни так бывает Мы вас в центре обували Мусульманин снимает с себя вуаль В вульву твою тёлку ебали  Дырявили хуями. Мы любим кокаин и нюхать, и бухать Мы любим кокаин и нюхать, и бухать Мы любим кокаин и нюхать, и бухать. В тебя короче тыкали, на Хэллоуин разрезали тыкву Пихву лизали с друзьями В тебя могут напихать реально Нюхать, колоть и ",0.9773626923561096,0.022637343034148216,unnatural,0.9773626923561096
89,"Йо йо йо Тут вся основа, тут нарки, ептэ А, ага, ептэ, тут нарки, йо Основа вся тут, нарки здесь, йо...","Йо йо йо Тут вся основа, тут нарки, ептэ А, ага, ептэ, тут нарки, йо Основа вся тут, нарки здесь, йо Пропущенный на мобилке от какой-то щелки Тащится от моей эмо челки Рву у нее чулки Хочешь чипсик? Аня Ритузина, тут вся основа За нас Кубань и Ростов И много дроздов А кто-то трахает Дрона И держит его сзади за бедра Он в хуй пернул Я надул аферистку поникой Выясняю с ней отношения ""Ну как дела, Маш?"" Припоминаю ногти твои крашеные Может накрошишь... Спайсика туда покроши В основе четыре левши за",0.9847552180290222,0.015244768932461739,unnatural,0.9847552180290222
90,"Тачка допинг в моей крови Так же люблю когда рядом сосуны номер шесть Стройные чиксы, играет Limp Bi...","Тачка допинг в моей крови Так же люблю когда рядом сосуны номер шесть Стройные чиксы, играет Limp Bizkit А ты тряси писькой, шаман Пыхай и играй в барабан, как Тигран Кеосаян Я тусуюсь в Саванне и в Гаване Кому надо, ищите меня там это древнегреческий. Холодный космос это хулакост У меня замёрз нос и отвалилась тазовая кость Но меня радует, что Синицын принёс порох Да по ноздре вмазал и на куски всех ментов раскатал А потом плюхи делал во дворе с отрубями Я славный парень, избавился уже ни от од",0.5146135091781616,0.48538652062416077,unnatural,0.5146135091781616
91,"Московским улицам приветствие И на них живущим людям, соответственно Там, где курили план вместе мы ...","Московским улицам приветствие И на них живущим людям, соответственно Там, где курили план вместе мы Там, где убивали друг друга Там, где правда пускала всех по кругу Там, где спасались лишь бегством Где проходила наше детство Московским улицам приветствие. Сейчас слушаешь это так быстро, на том свете будем вместе Если не сдохну завтра, то сдохну позже, ты слышишь песню Серый мир без радости, счастья, лишь одни гадости Лучше вмажусь снова или дуну, главное, съебусь от реальности Склею ласты под н",0.9861572980880737,0.013842672109603882,unnatural,0.9861572980880737
92,"Когда хуй проскакивает между зубов Я знаю, ты гот Твой рот очень мал Тебя ебал мой друг хохол Ты игр...","Когда хуй проскакивает между зубов Я знаю, ты гот Твой рот очень мал Тебя ебал мой друг хохол Ты играешь на гуслях Узко у тебя, и мне грустно Твои усы очень не просты Ты звонишь мне, и мы идём ебаться в кусты Твои друзья не ебут тебя Ты с самого детства не наёбана Суёшь в пизду банан Твой анал пропах И мне грустно. И порвались гусли твои Пыталась работать курьером Лера пыталась вставить накладной хуй, но не верила Накаляй его в момент проникновения между зубов Твоя заячья губа отвисла Когда упот",0.3972046375274658,0.602795422077179,natural,0.602795422077179
93,Саме главные вены Нетронуты наши мотивы Никто не в силах повторить застывает Тело врага нежно замерз...,"Саме главные вены Нетронуты наши мотивы Никто не в силах повторить застывает Тело врага нежно замерзает Друзья уже с уликами помогают решать вопросы Кто-то шёл в аптеку, попал в картотеку И теперь нам... Гоню по трассе вдаль, хочу забыть печаль Жаль, что в паспорте стоит эта печать Это город грехов Не спотокнись у порога морга Где Москва река совсем уже не та Когда проснётся этот город К нему есть вопросы В Лефортово районы Подъезды изрисованы Бошки взорваны Пацаны ровные Мусора позорные Mercede",0.47771942615509033,0.5222805738449097,natural,0.5222805738449097
94,"...нул Курнул Здарова, снова Как дела там, Вова? Это скит Пашку Наша музыка - основа Пидоры, бля Ну ...","...нул Курнул Здарова, снова Как дела там, Вова? Это скит Пашку Наша музыка - основа Пидоры, бля Ну как на Ялте там, Блёв? Я хуеплет, мудила Дай потрогать свои груди Пудель дал пососать овчарке Не боись, это только начало! Пашка на зоне качался, пил Очаково Звезды на его широких плечах сияют Ебальник разбили Поставили под глазом синяк Хуяк - с нее трусики сняли Дальше в ноги нырнул, лизал клитор",0.953067421913147,0.046932581812143326,unnatural,0.953067421913147
95,"Е, е-е-е, о, е-е-е, ах-ах. Очко жмётся у тебя, когда видишь моё лицо Хотел как лучше, но мы на улице...","Е, е-е-е, о, е-е-е, ах-ах. Очко жмётся у тебя, когда видишь моё лицо Хотел как лучше, но мы на улице и ты ********** и я чё-то подумал, сука, блять Достаю Макаров, соси дуло, губа не дура Гузло как ведро. Урчат булочки во время пердежа Подруга тусит в тамбуре А ты не жалуйся, а опусти жало к моей ширинке Шершавый через стринги нежно вылижет Шляпа выбрита, лагерь выдержал Пары вы банные нереально вывели Еду в Иерусалим, руки вымыл, душу вычистил Если чай, то обязательно чифир Проводник с ногами б",0.7532503008842468,0.24674975872039795,unnatural,0.7532503008842468
96,"«Прячь анашу» «Замес». Зимнее утро, а кто то ищет домашнюю утварь Мы дули в саду, дудку Мы думали об...","«Прячь анашу» «Замес». Зимнее утро, а кто то ищет домашнюю утварь Мы дули в саду, дудку Мы думали об будках Кого то приняли серые на 15 суток Мои мутки только через Серёгу Он продавал золото, время 23, Одесса Инесса идёт в туалет Кресло-каталка хорошо пристёгнуто к ней Она дружит с геями Гении дунули, придурки! Поиграли на губе Вани А на руках два грамма Есть варианты, на плащ палатку 9:15 мутит фен Реальное время Это логично, яички идут в замес Я залез на столб Кури дерьмо В его руке перо О нет",0.43843358755111694,0.5615664124488831,natural,0.5615664124488831
97,"Е, а Девки, ноги Мясо на тарелке. Караван историй, волка кормят ноги Я хочу потрахать тебя, безногий...","Е, а Девки, ноги Мясо на тарелке. Караван историй, волка кормят ноги Я хочу потрахать тебя, безногий Ты мой любимый чёрт Васёк едет и ему хорошо Он подчёркивает это карандашом Я зашёл такой, без штанов  Я хочу потрахать пацанов А нет-нет-нет, девчонок А нет-нет-нет-нет-нет, трансов  А нет-нет-нет-нет, я хочу драться  Нет-нет-нет-нет-нет, я хочу трахаться  Играет бит, он затихает  Как потухает твоя музыка  Игра мотылька  Жизнь так коротка, сука. Пока Максим Синицын думает ехать на фронт Лёша Вино",0.657573401927948,0.342426598072052,unnatural,0.657573401927948
98, Это Lucky Этот бит как конфетка. В цирке не смеются даже клоуны Kunteynir — это хуйня с рэп уклоном...," Это Lucky Этот бит как конфетка. В цирке не смеются даже клоуны Kunteynir — это хуйня с рэп уклоном Давайте вспомним старые добрые или ты в попу долбишься Мы расхуяримся не спеша, даже может на мне Paul&Shark Респект Павлу Воле На твоей тёлке нихуевое колье Поэтому это cartier Респект и бате И всем, кто сейчас в бане или в сауне Мы трахаем проституток сами 18-ти летняя самка. Louis Vuitton, ведь ты кроссдрессер? Кроссдрессер Ты кроссдрессер. В туалете, мимо унитаза нассали мы  Засалены ваши ска",0.8173523545265198,0.182647705078125,unnatural,0.8173523545265198
99,"Пиздец, Москву слышно, бля  Пу-пу-пу. Малая не слышит помощи крик Хочу в рэпчик, она просит исполнит...","Пиздец, Москву слышно, бля  Пу-пу-пу. Малая не слышит помощи крик Хочу в рэпчик, она просит исполнить «Крит» Жёлтая зажигалка, нахуй, похуй, Cricket или BIC Я конь, Biicla – бык, Юра CODE10 скинул коды В белых так много корысти Хочу к бабуле, мило на стене висят ковры  А вы чё, блять, проебались снова?  2024 на дворе, белый, ты не пополнил балик снова Ебальник сломан , пидорок отъёбан  Я пришёл с подарком, в арке оттрахал карлика Курил ******, но мне похую, он не мой кент И вам попутного ветра В",0.9312161207199097,0.06878393143415451,unnatural,0.9312161207199097
100,"Только винт, амфетамин Только lean, только фен Palagin on the beat. Проснулся утром, взял сумку  Сос...","Только винт, амфетамин Только lean, только фен Palagin on the beat. Проснулся утром, взял сумку  Состояние мутное, как будто работал сутки Жопу вытер плохо , покурил плотно Не люблю я спорт , white widow сорт  Покупает white smoke  Он думает, там прикоп Из приоры наблюдают копы  Но старичок-то опытный  И лоб мокрый Прикинулся, что лох он  Рядом проходят чиксы модные  У них трусы жёлтые  И кайфовые жопы  Мне плохо . Только винт, амфетамин  Только винт , амфетамин ",0.5261551141738892,0.4738449156284332,unnatural,0.5261551141738892
101,"Йо У меня есть.. а У меня есть абонемент на ушу Спешу сделать уху «Эй, сладкая, потрогай мой хуй» - ...","Йо У меня есть.. а У меня есть абонемент на ушу Спешу сделать уху «Эй, сладкая, потрогай мой хуй» - кричу тебе с лавки Пятку лечу Ты подходишь ко мне и протягиваешь гондоны Это завтрак чемпиона Ну что, как тебе хлопья? Ребёнок из моей малафьи Они боги А я второй год не вылезаю из бомбера Я пёрнул в охотном ряду Мой хуй как пиявка проникает в манду Здесь слишком зябко И наша лодка идёт ко дну И мне неловко Из тёлок только две уродки Улов без трусов Улов в колготках Колдую на чётках Марина, ты хор",0.9783783555030823,0.021621696650981903,unnatural,0.9783783555030823
102,"I have a Дрим! Где мои брови, блин? Быстрова клинит Едем на выезд к крыльям Жара, Самара Я верю буду...","I have a Дрим! Где мои брови, блин? Быстрова клинит Едем на выезд к крыльям Жара, Самара Я верю будут голы Требуют внимания Любитель Анатолий Голых Свистит когда не надо Рядом Тольятти Lada Зовёт в гости Дримона ОМОН избил плотно За что не могу понять Просто поссал в болото Но ментам по барабану Она настырнее арабов Когда шмонали понял Они украли мой скраб Кого-то из ребят Просто трахнули нах. Нас взяли в кольцо Кто-то плюнул Димону в лицо Товарищ из Марьино Проявил себя как реальный парень! Ему",0.6636212468147278,0.33637869358062744,unnatural,0.6636212468147278
103," Давно не гуляли с Федей  Сделал себя сам, мне не нужен Макс Фадеев Чк-чк по её пиздёнке, называй эт..."," Давно не гуляли с Федей  Сделал себя сам, мне не нужен Макс Фадеев Чк-чк по её пиздёнке, называй это скрэтчинг Белые не работали, проебали свой legacy  Она сосала мне в Мерене Big Boy гигант, с малышами, как они мы не меряемся  Всю жизнь ****, но нашёл себя в трезвости  Интересно, что думает о Rio Eminem?  Эмси дрочат копейки, типа того дедушки  Трахаю рэперов, бля, будто мне не нравятся девушки  Грязный рэп как он есть, ему не надо ретуши Просто базарю дерьмо, е-е, на мне кепочка Burberry Е-е,",0.9350060820579529,0.0649939700961113,unnatural,0.9350060820579529
